station_id,station_name,city,line_name,latitude,longitude,station_type,station_tier,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_afc_gates,platform_capacity,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes
DEL179,Bata Chowk,Delhi,Violet Line,28.38,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL180,Escorts Mujesar,Delhi,Violet Line,28.37,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL181,Sant Surdas - Sihi,Delhi,Violet Line,28.36,77.32,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL182,Raja Nahar Singh,Delhi,Violet Line,28.34,77.32,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Terminal,Metro;Bus
DEL183,Majlis Park,Delhi,Pink Line,28.71,77.17,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Residential,Metro;Bus
DEL184,Azadpur,Delhi,Pink Line-Yellow Line,28.69,77.18,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Transit Hub,Metro;Bus
DEL185,Shalimar Bagh,Delhi,Pink Line,28.70,77.16,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL186,Netaji Subhash Place,Delhi,Pink Line-Red Line,28.69,77.15,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,15,Commercial,Metro;Bus
DEL187,Shakurpur,Delhi,Pink Line,28.68,77.14,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL188,Punjabi Bagh West,Delhi,Pink Line-Green Line,28.67,77.13,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Residential,Metro;Bus
DEL189,ESI - Basaidarapur,Delhi,Pink Line,28.66,77.13,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Hospital,Metro;Bus
DEL190,Rajouri Garden,Delhi,Pink Line-Blue Line,28.65,77.12,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,15,Commercial,Metro;Bus
DEL191,Maya Puri,Delhi,Pink Line,28.64,77.13,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL192,Naraina Vihar,Delhi,Pink Line,28.63,77.14,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL193,Delhi Cantt,Delhi,Pink Line,28.60,77.13,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Military,Metro;Bus
DEL194,Durgabai Deshmukh South Campus,Delhi,Pink Line,28.58,77.16,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Education,Metro;Bus
DEL195,Sir M. Vishweshwaraiah Moti Bagh,Delhi,Pink Line,28.58,77.17,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Govt,Metro;Bus
DEL196,Bhikaji Cama Place,Delhi,Pink Line,28.57,77.18,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Corporate,Metro;Bus
DEL197,Sarojini Nagar,Delhi,Pink Line,28.57,77.19,Regular,Tier-2,0,2,6,4,2,10,1800,2100,12,Shopping,Metro;Bus
DEL198,Dilli Haat - INA,Delhi,Pink Line-Yellow Line,28.57,77.21,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Commercial,Metro;Bus
DEL199,South Extension,Delhi,Pink Line,28.57,77.22,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Shopping,Metro;Bus
DEL200,Lajpat Nagar,Delhi,Pink Line-Violet Line,28.57,77.24,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Shopping,Metro;Bus
DEL201,Vinobapuri,Delhi,Pink Line,28.56,77.25,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL202,Ashram,Delhi,Pink Line,28.57,77.26,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL203,Sarai Kale Khan - Nizamuddin,Delhi,Pink Line,28.59,77.25,Regular,Tier-3,0,2,8,4,2,12,2000,2400,15,Transit Hub,Metro;Rail;Bus
DEL204,Mayur Vihar-I,Delhi,Pink Line-Blue Line,28.60,77.29,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Residential,Metro;Bus
DEL205,Mayur Vihar Pocket I,Delhi,Pink Line,28.61,77.29,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL206,Trilokpuri Sanjay Lake,Delhi,Pink Line,28.61,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL207,East Vinod Nagar - Mayur Vihar II,Delhi,Pink Line,28.62,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL208,Mandawali - West Vinod Nagar,Delhi,Pink Line,28.63,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL209,IP Extension,Delhi,Pink Line,28.63,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL210,Anand Vihar ISBT,Delhi,Pink Line-Blue Line Branch,28.65,77.31,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,20,Transit Hub,Metro;Rail;Bus
DEL211,Karkarduma,Delhi,Pink Line-Blue Line Branch,28.65,77.30,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Court,Metro;Bus
DEL212,Karkarduma Court,Delhi,Pink Line,28.66,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Court,Metro;Bus
DEL213,Krishna Nagar,Delhi,Pink Line,28.66,77.29,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL214,East Azad Nagar,Delhi,Pink Line,28.67,77.28,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL215,Welcome,Delhi,Pink Line-Red Line,28.67,77.43,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Transit Hub,Metro;Bus
DEL216,Jaffrabad,Delhi,Pink Line,28.68,77.27,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL217,Maujpur - Babarpur,Delhi,Pink Line,28.69,77.27,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL218,Gokulpuri,Delhi,Pink Line,28.70,77.28,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL219,Johri Enclave,Delhi,Pink Line,28.71,77.29,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL220,Shiv Vihar,Delhi,Pink Line,28.72,77.29,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Terminal,Metro;Bus
DEL221,Janakpuri West,Delhi,Magenta Line-Blue Line,28.63,77.07,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Transit Hub,Metro;Bus
DEL222,Dabri Mor - Janakpuri South,Delhi,Magenta Line,28.61,77.08,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL223,Dashrath Puri,Delhi,Magenta Line,28.60,77.08,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL224,Palam,Delhi,Magenta Line,28.59,77.08,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL225,Sadaar Bazaar Cantonment,Delhi,Magenta Line,28.58,77.10,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Military,Metro;Bus
DEL226,Terminal 1-IGI Airport,Delhi,Magenta Line,28.56,77.12,Regular,Tier-3,0,2,8,4,2,12,2000,2400,15,Airport,Metro;Bus
DEL227,Shankar Vihar,Delhi,Magenta Line,28.55,77.14,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Military,Metro;Bus
DEL228,Vasant Vihar,Delhi,Magenta Line,28.55,77.16,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL229,Munirka,Delhi,Magenta Line,28.55,77.17,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL230,RK Puram,Delhi,Magenta Line,28.55,77.18,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Govt,Metro;Bus
DEL231,IIT,Delhi,Magenta Line,28.54,77.19,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Education,Metro;Bus
DEL232,Hauz Khas,Delhi,Magenta Line-Yellow Line,28.54,77.20,Interchange,Tier-3,1,4,12,8,6,20,2400,2800,18,Transit Hub,Metro;Bus
DEL233,Panchsheel Park,Delhi,Magenta Line,28.54,77.21,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL234,Chirag Delhi,Delhi,Magenta Line,28.54,77.22,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL235,Greater Kailash,Delhi,Magenta Line,28.54,77.23,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL236,Nehru Enclave,Delhi,Magenta Line,28.54,77.25,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL237,Kalkaji Mandir,Delhi,Magenta Line-Violet Line,28.54,77.25,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Religious,Metro;Bus
DEL238,Okhla NSIC,Delhi,Magenta Line,28.55,77.26,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
DEL239,Sukhdev Vihar,Delhi,Magenta Line,28.56,77.27,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL240,Jamia Millia Islamia,Delhi,Magenta Line,28.56,77.28,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Education,Metro;Bus
DEL241,Okhla Vihar,Delhi,Magenta Line,28.56,77.29,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL242,Jasola Vihar Shaheen Bagh,Delhi,Magenta Line,28.55,77.30,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL243,Kalindi Kunj,Delhi,Magenta Line,28.54,77.31,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL244,Okhla Bird Sanctuary,Delhi,Magenta Line,28.55,77.32,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Nature,Metro;Bus
DEL245,Botanical Garden,Delhi,Magenta Line-Blue Line,28.56,77.33,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,15,Transit Hub,Metro;Bus
DEL246,Dwarka,Delhi,Grey Line-Blue Line,28.61,77.02,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,12,Residential,Metro;Bus
DEL247,Nangli,Delhi,Grey Line,28.61,77.00,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL248,Najafgarh,Delhi,Grey Line,28.61,76.98,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
DEL249,Dhansa Bus Stand,Delhi,Grey Line,28.60,76.96,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Transit Hub,Metro;Bus
DEL250,New Delhi,Delhi,Airport Express-Yellow Line,28.63,77.22,Interchange,Tier-3,1,4,12,8,6,20,2500,3000,20,Transit Hub,Metro;Rail;Bus
DEL251,Shivaji Stadium,Delhi,Airport Express,28.63,77.21,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Sports,Metro;Bus
DEL252,Dhaula Kuan,Delhi,Airport Express,28.59,77.16,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Transit Hub,Metro;Bus
DEL253,Delhi Aerocity,Delhi,Airport Express,28.55,77.12,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Hotel,Metro;Bus
DEL254,Airport (T3),Delhi,Airport Express,28.56,77.09,Terminal,Tier-3,0,2,8,6,4,14,2200,2600,15,Airport,Metro;Bus
DEL255,Dwarka Sector 21,Delhi,Airport Express-Blue Line,28.55,77.06,Interchange,Tier-2,1,4,10,6,4,16,2200,2500,15,Airport Hub,Metro;Bus
DEL256,Yashobhoomi Dwarka Sector 25,Delhi,Airport Express,28.54,77.05,Terminal,Tier-2,0,2,8,4,2,12,1800,2100,10,Convention,Metro;Bus
HYD001,Miyapur,Hyderabad,Red Line,17.49,78.36,Terminal,Tier-3,0,2,8,4,2,12,1800,2100,10,Transit Hub,Metro;Bus
HYD002,JNTU College,Hyderabad,Red Line,17.49,78.39,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
HYD003,KPHB Colony,Hyderabad,Red Line,17.48,78.40,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD004,Kukatpally,Hyderabad,Red Line,17.48,78.41,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
HYD005,Dr. B. R. Ambedkar Balanagar,Hyderabad,Red Line,17.47,78.43,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
HYD006,Moosapet,Hyderabad,Red Line,17.47,78.44,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD007,Bharat Nagar,Hyderabad,Red Line,17.46,78.44,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD008,Erragadda,Hyderabad,Red Line,17.45,78.44,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD009,ESI Hospital,Hyderabad,Red Line,17.44,78.44,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Hospital,Metro;Bus
HYD010,S. R. Nagar,Hyderabad,Red Line,17.44,78.45,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD011,Ameerpet,Hyderabad,Red Line-Blue Line,17.43,78.45,Interchange,Tier-3,1,4,12,8,6,20,2500,3000,20,Transit Hub,Metro;Bus
HYD012,Punjagutta,Hyderabad,Red Line,17.42,78.45,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Commercial,Metro;Bus
HYD013,Irrum Manzil,Hyderabad,Red Line,17.41,78.46,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
HYD014,Khairatabad,Hyderabad,Red Line,17.41,78.46,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD015,Lakdi-ka-pul,Hyderabad,Red Line,17.40,78.46,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Govt,Metro;Bus
HYD016,Assembly,Hyderabad,Red Line,17.39,78.47,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Govt,Metro;Bus
HYD017,Nampally,Hyderabad,Red Line,17.39,78.47,Regular,Tier-1,0,2,6,4,2,10,1800,2100,12,Rail Hub,Metro;Rail;Bus
HYD018,Gandhi Bhavan,Hyderabad,Red Line,17.38,78.47,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Govt,Metro;Bus
HYD019,Osmania Medical College,Hyderabad,Red Line,17.38,78.48,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Hospital,Metro;Bus
HYD020,MG Bus Station,Hyderabad,Red Line-Green Line,17.37,78.48,Interchange,Tier-3,1,4,12,8,6,20,2500,3000,25,Transit Hub,Metro;Bus
HYD021,Malakpet,Hyderabad,Red Line,17.37,78.49,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD022,New Market,Hyderabad,Red Line,17.36,78.50,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
HYD023,Musarambagh,Hyderabad,Red Line,17.36,78.51,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD024,Dilsukhnagar,Hyderabad,Red Line,17.36,78.52,Regular,Tier-3,0,2,6,4,2,10,1800,2100,12,Commercial,Metro;Bus
HYD025,Chaitanyapuri,Hyderabad,Red Line,17.36,78.53,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD026,Victoria Memorial,Hyderabad,Red Line,17.36,78.54,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD027,L B Nagar,Hyderabad,Red Line,17.35,78.55,Terminal,Tier-3,0,2,8,4,2,12,1800,2100,10,Transit Hub,Metro;Bus
HYD028,Raidurg,Hyderabad,Blue Line,17.44,78.37,Terminal,Tier-3,0,2,8,4,2,12,1800,2100,12,IT Hub,Metro;Bus
HYD029,HITEC City,Hyderabad,Blue Line,17.44,78.38,Regular,Tier-3,0,2,6,4,2,10,1800,2100,15,IT Hub,Metro;Bus
HYD030,Durgam Cheruvu,Hyderabad,Blue Line,17.44,78.39,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,IT Hub,Metro;Bus
HYD031,Jubilee Hills Check Post,Hyderabad,Blue Line,17.43,78.40,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD032,Road No. 5 Jubilee Hills,Hyderabad,Blue Line,17.43,78.41,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD033,Yusufguda,Hyderabad,Blue Line,17.43,78.42,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD034,Madhura Nagar,Hyderabad,Blue Line,17.43,78.44,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD035,Ameerpet,Hyderabad,Blue Line-Red Line,17.43,78.45,Interchange,Tier-3,1,4,12,8,6,20,2500,3000,20,Transit Hub,Metro;Bus
HYD036,Begumpet,Hyderabad,Blue Line,17.44,78.46,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Corporate,Metro;Bus
HYD037,Prakash Nagar,Hyderabad,Blue Line,17.44,78.47,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD038,Rasoolpura,Hyderabad,Blue Line,17.44,78.47,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD039,Paradise,Hyderabad,Blue Line,17.44,78.48,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Commercial,Metro;Bus
HYD040,Parade Ground,Hyderabad,Blue Line-Green Line,17.44,78.50,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Sports,Metro;Bus
HYD041,Secunderabad East,Hyderabad,Blue Line,17.43,78.50,Regular,Tier-3,0,2,6,4,2,10,1800,2100,12,Rail Hub,Metro;Rail;Bus
HYD042,Mettuguda,Hyderabad,Blue Line,17.43,78.51,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD043,Tarnaka,Hyderabad,Blue Line,17.43,78.53,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
HYD044,Habsiguda,Hyderabad,Blue Line,17.40,78.54,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD045,NGRI,Hyderabad,Blue Line,17.40,78.55,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Research,Metro;Bus
HYD046,Uppal,Hyderabad,Blue Line,17.40,78.56,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Commercial,Metro;Bus
HYD047,Nagole,Hyderabad,Blue Line,17.38,78.56,Terminal,Tier-3,0,2,8,4,2,12,1800,2100,10,Terminal,Metro;Bus
HYD048,JBS Parade Ground,Hyderabad,Green Line-Blue Line,17.44,78.50,Terminal,Tier-3,1,4,10,6,4,16,2200,2500,15,Transit Hub,Metro;Bus
HYD049,Secunderabad West,Hyderabad,Green Line,17.43,78.50,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Rail Hub,Metro;Rail;Bus
HYD050,Gandhi Hospital,Hyderabad,Green Line,17.42,78.50,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Hospital,Metro;Bus
HYD051,Musheerabad,Hyderabad,Green Line,17.41,78.50,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD052,RTC X Roads,Hyderabad,Green Line,17.40,78.49,Regular,Tier-2,0,2,6,4,2,10,1800,2100,10,Entertainment,Metro;Bus
HYD053,Chikkadpally,Hyderabad,Green Line,17.40,78.49,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
HYD054,Narayanaguda,Hyderabad,Green Line,17.39,78.48,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
HYD055,Sultan Bazar,Hyderabad,Green Line,17.38,78.48,Regular,Tier-2,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
HYD056,MG Bus Station,Hyderabad,Green Line-Red Line,17.37,78.48,Terminal,Tier-3,1,4,12,8,6,20,2500,3000,25,Transit Hub,Metro;Bus
BLR001,Challaghatta,Bengaluru,Purple Line,12.91,77.47,Terminal,Tier-3,0,2,8,4,2,12,1800,2100,10,Terminal,Metro;Bus
BLR002,Kengeri Bus Terminal,Bengaluru,Purple Line,12.91,77.48,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Transit Hub,Metro;Bus
BLR003,Kengeri,Bengaluru,Purple Line,12.91,77.49,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR004,Pattanagere,Bengaluru,Purple Line,12.92,77.50,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
BLR005,Jnanabharathi,Bengaluru,Purple Line,12.93,77.51,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
BLR006,Rajarajeshwari Nagar,Bengaluru,Purple Line,12.93,77.52,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR007,Nayandahalli,Bengaluru,Purple Line,12.94,77.53,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
BLR008,Mysuru Road,Bengaluru,Purple Line,12.95,77.54,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Transit Hub,Metro;Bus
BLR009,Deepanjali Nagar,Bengaluru,Purple Line,12.95,77.54,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR010,Attiguppe,Bengaluru,Purple Line,12.96,77.53,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR011,Vijayanagar,Bengaluru,Purple Line,12.97,77.53,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
BLR012,Hosahalli,Bengaluru,Purple Line,12.97,77.54,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR013,Magadi Road,Bengaluru,Purple Line,12.97,77.55,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR014,KSR City Railway Station,Bengaluru,Purple Line,12.97,77.56,Regular,Tier-3,0,2,6,4,2,10,1800,2100,12,Rail Hub,Metro;Rail;Bus
BLR015,Nadaprabhu Kempegowda Station Majestic,Bengaluru,Purple Line-Green Line,12.97,77.57,Interchange,Tier-3,1,4,12,8,6,20,2500,3000,25,Central Hub,Metro;Rail;Bus
BLR016,Sir M. Visvesvaraya Station Central College,Bengaluru,Purple Line,12.97,77.58,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Education,Metro;Bus
BLR017,Dr. B.R. Ambedkar Station Vidhana Soudha,Bengaluru,Purple Line,12.97,77.59,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Govt,Metro;Bus
BLR018,Cubbon Park,Bengaluru,Purple Line,12.98,77.59,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Park,Metro;Bus
BLR019,Mahatma Gandhi Road,Bengaluru,Purple Line-Pink Line,12.97,77.60,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Commercial,Metro;Bus
BLR020,Trinity,Bengaluru,Purple Line,12.97,77.61,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
BLR021,Halasuru,Bengaluru,Purple Line,12.97,77.62,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR022,Indiranagar,Bengaluru,Purple Line,12.97,77.63,Regular,Tier-3,0,2,6,4,2,10,1800,2100,10,Commercial,Metro;Bus
BLR023,Swami Vivekananda Road,Bengaluru,Purple Line,12.98,77.64,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR024,Benniganahalli,Bengaluru,Purple Line,12.99,77.66,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR025,Krishnarajapura (KR Pura),Bengaluru,Purple Line-Blue Line,13.00,77.67,Interchange,Tier-3,1,4,10,6,4,16,2200,2500,15,Transit Hub,Metro;Rail;Bus
BLR026,Singayyanapalya,Bengaluru,Purple Line,12.99,77.69,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,IT Park,Metro;Bus
BLR027,Garudacharpalya,Bengaluru,Purple Line-Blue Line,12.99,77.70,Interchange,Tier-3,0,2,6,4,2,10,1800,2100,8,IT Park,Metro;Bus
BLR028,Hoodi,Bengaluru,Purple Line-Blue Line,12.99,77.71,Interchange,Tier-3,0,2,6,4,2,10,1800,2100,8,IT Hub,Metro;Bus
BLR029,Seetharampalya,Bengaluru,Purple Line-Blue Line,12.98,77.72,Interchange,Tier-3,0,2,6,4,2,10,1800,2100,8,IT Hub,Metro;Bus
BLR030,Kundalahalli,Bengaluru,Purple Line,12.97,77.72,Terminal,Tier-3,0,2,8,4,2,12,1800,2100,10,IT Hub,Metro;Bus
BLR031,Madavara,Bengaluru,Green Line,13.07,77.47,Terminal,Tier-3,0,2,8,4,2,12,1800,2100,10,Exhibition,Metro;Bus
BLR032,Chikkabidarakallu,Bengaluru,Green Line,13.06,77.49,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR033,Manjunathanagar,Bengaluru,Green Line,13.05,77.50,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR034,Nagasandra,Bengaluru,Green Line,13.04,77.50,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
BLR035,Dasarahalli,Bengaluru,Green Line,13.04,77.51,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR036,Jalahalli,Bengaluru,Green Line,13.03,77.52,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
BLR037,Peenya Industry,Bengaluru,Green Line,13.03,77.52,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
BLR038,Peenya,Bengaluru,Green Line,13.03,77.53,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Industrial,Metro;Bus
BLR039,Goraguntepalya,Bengaluru,Green Line,13.02,77.54,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
BLR040,Yeshwanthpur,Bengaluru,Green Line,13.02,77.55,Regular,Tier-3,0,2,6,4,2,10,1800,2100,12,Rail Hub,Metro;Rail;Bus
BLR041,Sandal Soap Factory,Bengaluru,Green Line,13.01,77.55,Regular,Tier-3,0,2,6,4,2,10,1800,2100,8,Commercial,Metro;Bus
BLR042,Mahalakshmi,Bengaluru,Green Line-Blue Line,13.01,77.55,Interchange,Tier-3,0,2,6,4,2,10,1800,2100,8,Residential,Metro;Bus
